Date,Time,BID_PRICE,ASK_PRICE,LTQ,OpenInterest
2025-10-31,09:16:18.000,862.0,862.25,79800.0,62017200.0
2025-10-31,09:16:19.000,862.0,862.25,82600.0,62017200.0
2025-10-31,09:16:20.000,861.7,862.15,84000.0,62017200.0
2025-10-31,09:16:21.000,861.5,862.0,84700.0,62017200.0
2025-10-31,09:16:22.000,861.7,862.05,87500.0,62017200.0
2025-10-31,09:16:23.000,861.7,862.05,87500.0,62017200.0
2025-10-31,09:16:24.000,862.0,862.35,87500.0,62017200.0
2025-10-31,09:16:25.000,861.9,862.35,88200.0,62017200.0
2025-10-31,09:16:26.000,861.8,862.25,88200.0,62017200.0
2025-10-31,09:16:27.000,861.8,862.25,88200.0,62017200.0
2025-10-31,09:16:28.000,861.45,861.95,90300.0,62017200.0
2025-10-31,09:16:29.000,861.4,861.8,90300.0,62017200.0
2025-10-31,09:16:30.000,861.3,861.65,90300.0,62017200.0
2025-10-31,09:16:31.000,861.35,861.8,91000.0,62017200.0
2025-10-31,09:16:32.000,861.35,861.8,93100.0,62017200.0
2025-10-31,09:16:33.000,861.6,861.95,93100.0,62017200.0
2025-10-31,09:16:34.000,861.6,861.95,93100.0,62017200.0
2025-10-31,09:16:35.000,861.6,862.0,93100.0,62017200.0
2025-10-31,09:16:36.000,861.6,861.95,93100.0,62017200.0
2025-10-31,09:16:37.000,861.6,861.95,93100.0,62017200.0
2025-10-31,09:16:38.000,861.6,861.8,93100.0,62017200.0
2025-10-31,09:16:39.000,861.2,861.75,93800.0,62017200.0
2025-10-31,09:16:40.000,860.65,861.0,95900.0,62017200.0
2025-10-31,09:16:41.000,860.65,861.0,98000.0,62017200.0
2025-10-31,09:16:42.000,860.55,860.95,98000.0,62017200.0
2025-10-31,09:16:43.000,860.55,860.85,98700.0,62017200.0
2025-10-31,09:16:44.000,860.55,860.85,98700.0,62017200.0
2025-10-31,09:16:45.000,860.55,860.85,98700.0,62017200.0
2025-10-31,09:16:46.000,860.55,860.8,98700.0,62017200.0
2025-10-31,09:16:47.000,861.4,861.95,109900.0,62017200.0
2025-10-31,09:16:48.000,861.2,861.65,110600.0,62017200.0
2025-10-31,09:16:49.000,861.0,861.4,110600.0,62017200.0
2025-10-31,09:16:50.000,860.65,861.0,111300.0,62017200.0
2025-10-31,09:16:51.000,860.3,860.65,114100.0,62017200.0
2025-10-31,09:16:52.000,860.3,860.65,114100.0,62017200.0
2025-10-31,09:16:53.000,860.25,860.55,114100.0,62017200.0
2025-10-31,09:16:54.000,860.95,861.4,121800.0,62017200.0
2025-10-31,09:16:55.000,861.0,861.4,122500.0,62017200.0
2025-10-31,09:16:56.000,860.75,861.2,123200.0,62017200.0
2025-10-31,09:16:57.000,861.0,861.55,123200.0,62017200.0
2025-10-31,09:16:58.000,861.1,861.7,123200.0,62017200.0
2025-10-31,09:16:59.000,861.3,861.75,123200.0,62017200.0
2025-10-31,09:17:00.000,861.25,861.75,123900.0,62017200.0
2025-10-31,09:17:01.000,861.2,861.6,123900.0,62017200.0
2025-10-31,09:17:02.000,860.85,861.3,124600.0,62017200.0
2025-10-31,09:17:03.000,861.2,861.7,124600.0,62017200.0
2025-10-31,09:17:04.000,861.0,861.5,124600.0,62017200.0
2025-10-31,09:17:05.000,860.8,861.3,125300.0,62017200.0
2025-10-31,09:17:06.000,860.7,861.2,126700.0,62017200.0
2025-10-31,09:17:07.000,860.7,861.15,126700.0,62017200.0
2025-10-31,09:17:08.000,860.85,861.3,127400.0,62017200.0
2025-10-31,09:17:09.000,860.8,861.3,127400.0,62017200.0
2025-10-31,09:17:10.000,860.7,861.3,127400.0,62017200.0
2025-10-31,09:17:11.000,860.7,861.3,127400.0,62017200.0
2025-10-31,09:17:12.000,860.8,861.1,129500.0,62017200.0
2025-10-31,09:17:13.000,860.65,861.2,136500.0,62017200.0
2025-10-31,09:17:14.000,860.55,860.9,137200.0,62017200.0
2025-10-31,09:17:15.000,860.1,860.5,138600.0,62017200.0
2025-10-31,09:17:16.000,860.1,860.45,139300.0,62017200.0
2025-10-31,09:17:17.000,860.15,860.45,139300.0,62017200.0
2025-10-31,09:17:18.000,860.3,860.75,139300.0,62017200.0
2025-10-31,09:17:19.000,860.4,860.85,144900.0,62017200.0
2025-10-31,09:17:20.000,860.3,860.7,144900.0,62017200.0
2025-10-31,09:17:21.000,860.5,860.75,145600.0,62017200.0
2025-10-31,09:17:22.000,860.1,860.55,146300.0,62017200.0
2025-10-31,09:17:23.000,860.1,860.55,146300.0,62017200.0
2025-10-31,09:17:24.000,860.1,860.55,149800.0,62017200.0
2025-10-31,09:17:25.000,860.15,860.55,149800.0,62017200.0
2025-10-31,09:17:26.000,860.15,860.65,150500.0,62017200.0
2025-10-31,09:17:27.000,860.15,860.5,150500.0,62017200.0
2025-10-31,09:17:28.000,860.15,860.5,150500.0,62017200.0
2025-10-31,09:17:29.000,859.7,860.1,167300.0,62017200.0
2025-10-31,09:17:30.000,859.7,860.1,168000.0,62017200.0
2025-10-31,09:17:31.000,859.7,860.05,168000.0,62017200.0
2025-10-31,09:17:32.000,859.8,860.2,170100.0,62017200.0
2025-10-31,09:17:33.000,859.65,860.0,170100.0,62017200.0
2025-10-31,09:17:34.000,859.6,860.0,170100.0,62017200.0
2025-10-31,09:17:35.000,859.6,860.0,170100.0,62017200.0
2025-10-31,09:17:36.000,859.55,859.95,170100.0,62017200.0
2025-10-31,09:17:37.000,859.45,859.95,170100.0,62017200.0
2025-10-31,09:17:38.000,859.45,859.9,170800.0,62017200.0
2025-10-31,09:17:39.000,859.45,859.9,170800.0,62017200.0
2025-10-31,09:17:40.000,859.35,859.85,170800.0,62017200.0
2025-10-31,09:17:41.000,859.4,859.8,170800.0,62017200.0
2025-10-31,09:17:42.000,859.35,859.8,170800.0,62017200.0
2025-10-31,09:17:43.000,858.5,858.7,187600.0,62017200.0
2025-10-31,09:17:44.000,858.25,858.45,190400.0,62017200.0
2025-10-31,09:17:45.000,858.25,858.5,190400.0,62017200.0
2025-10-31,09:17:46.000,858.3,858.5,190400.0,62017200.0
2025-10-31,09:17:47.000,858.5,858.95,191800.0,62017200.0
2025-10-31,09:17:48.000,858.45,858.9,192500.0,62017200.0
2025-10-31,09:17:49.000,858.5,858.9,192500.0,62017200.0
2025-10-31,09:17:50.000,858.35,858.75,193900.0,62017200.0
2025-10-31,09:17:51.000,858.3,858.7,194600.0,62017200.0
2025-10-31,09:17:52.000,858.0,858.45,199500.0,62017200.0
2025-10-31,09:17:53.000,858.1,858.55,200200.0,62017200.0
2025-10-31,09:17:54.000,858.1,858.55,200900.0,62017200.0
2025-10-31,09:17:55.000,857.55,857.9,207200.0,62017200.0
2025-10-31,09:17:56.000,857.5,857.95,207900.0,62017200.0
2025-10-31,09:17:57.000,857.5,857.9,209300.0,62017200.0
2025-10-31,09:17:58.000,857.6,858.0,210000.0,62017200.0
2025-10-31,09:17:59.000,857.6,858.0,210000.0,62017200.0
2025-10-31,09:18:00.000,857.65,858.1,210700.0,62017200.0
2025-10-31,09:18:01.000,857.5,857.8,211400.0,62017200.0
2025-10-31,09:18:02.000,857.55,857.8,211400.0,62017200.0
2025-10-31,09:18:03.000,857.55,857.8,211400.0,62017200.0
2025-10-31,09:18:04.000,857.8,858.25,213500.0,62017200.0
2025-10-31,09:18:05.000,857.95,858.4,214900.0,62017200.0
2025-10-31,09:18:06.000,858.0,858.5,214900.0,62017200.0
2025-10-31,09:18:07.000,858.1,858.6,215600.0,62017200.0
2025-10-31,09:18:08.000,857.95,858.35,215600.0,62017200.0
2025-10-31,09:18:09.000,857.75,858.25,215600.0,62017200.0
2025-10-31,09:18:10.000,857.75,858.15,215600.0,62017200.0
2025-10-31,09:18:11.000,858.0,858.25,215600.0,62017200.0
2025-10-31,09:18:12.000,858.05,858.45,215600.0,62017200.0
2025-10-31,09:18:13.000,858.05,858.45,215600.0,62017200.0
2025-10-31,09:18:14.000,858.35,858.85,215600.0,62017200.0
2025-10-31,09:18:15.000,858.45,858.85,216300.0,62017200.0
2025-10-31,09:18:16.000,858.3,858.7,216300.0,62017200.0
2025-10-31,09:18:17.000,858.3,858.6,216300.0,62017200.0
2025-10-31,09:18:18.000,858.3,858.75,217000.0,62017200.0
2025-10-31,09:18:19.000,858.3,858.65,217700.0,62017200.0
2025-10-31,09:18:20.000,858.0,858.3,220500.0,62017200.0
2025-10-31,09:18:21.000,857.65,858.05,224700.0,62017200.0
2025-10-31,09:18:22.000,857.75,858.1,226100.0,62017200.0
2025-10-31,09:18:23.000,857.8,858.2,226100.0,62017200.0
2025-10-31,09:18:24.000,857.7,858.0,226800.0,62017200.0
2025-10-31,09:18:25.000,857.65,857.95,226800.0,62017200.0
2025-10-31,09:18:26.000,857.65,857.95,226800.0,62017200.0
2025-10-31,09:18:27.000,857.85,858.35,235200.0,62017200.0
2025-10-31,09:18:28.000,858.2,858.7,235200.0,62017200.0
2025-10-31,09:18:29.000,858.2,858.65,235900.0,62017200.0
2025-10-31,09:18:30.000,858.2,858.65,235900.0,62017200.0
2025-10-31,09:18:31.000,858.2,858.5,237300.0,62017200.0
2025-10-31,09:18:32.000,858.1,858.45,238700.0,62017200.0
2025-10-31,09:18:33.000,858.1,858.25,238700.0,62017200.0
2025-10-31,09:18:34.000,858.0,858.25,240100.0,62017200.0
2025-10-31,09:18:35.000,858.0,858.3,240100.0,62017200.0
2025-10-31,09:18:36.000,858.05,858.35,241500.0,62017200.0
2025-10-31,09:18:37.000,857.65,857.95,247100.0,61982200.0
2025-10-31,09:18:38.000,857.6,857.95,247800.0,61982200.0
2025-10-31,09:18:39.000,857.6,857.9,247800.0,61982200.0
2025-10-31,09:18:40.000,857.6,857.85,247800.0,61982200.0
2025-10-31,09:18:41.000,857.6,857.9,247800.0,61982200.0
2025-10-31,09:18:42.000,857.65,857.9,247800.0,61982200.0
2025-10-31,09:18:43.000,857.25,857.75,258300.0,61982200.0
2025-10-31,09:18:44.000,857.25,857.75,258300.0,61982200.0
2025-10-31,09:18:45.000,857.5,857.85,258300.0,61982200.0
2025-10-31,09:18:46.000,857.55,857.8,258300.0,61982200.0
2025-10-31,09:18:47.000,857.75,858.0,261100.0,61982200.0
2025-10-31,09:18:48.000,857.9,858.4,263900.0,61982200.0
2025-10-31,09:18:49.000,857.9,858.4,263900.0,61982200.0
2025-10-31,09:18:50.000,858.0,858.45,263900.0,61982200.0
2025-10-31,09:18:51.000,857.85,858.3,264600.0,61982200.0
2025-10-31,09:18:52.000,857.8,858.3,264600.0,61982200.0
2025-10-31,09:18:53.000,857.8,858.3,264600.0,61982200.0
2025-10-31,09:18:54.000,857.8,858.3,265300.0,61982200.0
2025-10-31,09:18:55.000,857.8,858.25,266000.0,61982200.0
2025-10-31,09:18:56.000,857.9,858.25,266700.0,61982200.0
2025-10-31,09:18:57.000,857.9,858.2,266700.0,61982200.0
2025-10-31,09:18:58.000,857.9,858.15,266700.0,61982200.0
2025-10-31,09:18:59.000,858.0,858.15,266700.0,61982200.0
2025-10-31,09:19:00.000,857.9,858.05,268100.0,61982200.0
2025-10-31,09:19:01.000,858.15,858.55,272300.0,61982200.0
2025-10-31,09:19:02.000,857.9,858.05,272300.0,61982200.0
2025-10-31,09:19:03.000,857.9,858.1,273000.0,61982200.0
2025-10-31,09:19:04.000,858.05,858.4,277200.0,61982200.0
2025-10-31,09:19:05.000,858.0,858.55,277200.0,61982200.0
2025-10-31,09:19:06.000,858.05,858.3,277200.0,61982200.0
2025-10-31,09:19:07.000,858.35,858.7,282800.0,61982200.0
2025-10-31,09:19:08.000,858.1,858.5,282800.0,61982200.0
2025-10-31,09:19:09.000,858.1,858.55,282800.0,61982200.0
2025-10-31,09:19:10.000,857.9,858.3,285600.0,61982200.0
2025-10-31,09:19:11.000,857.6,858.1,286300.0,61982200.0
2025-10-31,09:19:12.000,857.7,858.1,287000.0,61982200.0
2025-10-31,09:19:13.000,857.7,858.05,287000.0,61982200.0
2025-10-31,09:19:14.000,857.75,858.05,287000.0,61982200.0
2025-10-31,09:19:15.000,857.95,858.3,291200.0,61982200.0
2025-10-31,09:19:16.000,857.85,858.3,291200.0,61982200.0
2025-10-31,09:19:17.000,858.1,858.3,291200.0,61982200.0
2025-10-31,09:19:18.000,858.05,858.3,291900.0,61982200.0
2025-10-31,09:19:19.000,858.3,858.65,307300.0,61982200.0
2025-10-31,09:19:20.000,858.2,858.65,307300.0,61982200.0
2025-10-31,09:19:21.000,858.1,858.55,307300.0,61982200.0
2025-10-31,09:19:22.000,858.05,858.45,307300.0,61982200.0
2025-10-31,09:19:23.000,858.05,858.45,307300.0,61982200.0
2025-10-31,09:19:24.000,858.1,858.45,307300.0,61982200.0
2025-10-31,09:19:25.000,858.15,858.6,308000.0,61982200.0
2025-10-31,09:19:26.000,858.3,858.6,308000.0,61982200.0
2025-10-31,09:19:27.000,858.3,858.6,308000.0,61982200.0
2025-10-31,09:19:28.000,858.3,858.6,308000.0,61982200.0
2025-10-31,09:19:29.000,858.45,858.7,312200.0,61982200.0
2025-10-31,09:19:30.000,858.45,858.7,312200.0,61982200.0
2025-10-31,09:19:31.000,858.45,858.7,312200.0,61982200.0
2025-10-31,09:19:32.000,858.45,858.8,314300.0,61982200.0
2025-10-31,09:19:33.000,858.45,858.8,314300.0,61982200.0
2025-10-31,09:19:34.000,858.55,858.8,314300.0,61982200.0
2025-10-31,09:19:35.000,858.7,859.0,315700.0,61982200.0
2025-10-31,09:19:36.000,858.7,859.0,315700.0,61982200.0
2025-10-31,09:19:37.000,858.7,859.0,315700.0,61982200.0
2025-10-31,09:19:38.000,858.7,859.0,315700.0,61982200.0
2025-10-31,09:19:39.000,858.55,858.95,316400.0,61982200.0
2025-10-31,09:19:40.000,858.5,858.95,316400.0,61982200.0
2025-10-31,09:19:41.000,858.45,858.85,316400.0,61982200.0
2025-10-31,09:19:42.000,858.5,858.9,316400.0,61982200.0
2025-10-31,09:19:43.000,858.6,858.9,316400.0,61982200.0
2025-10-31,09:19:44.000,858.8,859.0,317100.0,61982200.0
2025-10-31,09:19:45.000,858.8,859.0,317100.0,61982200.0
2025-10-31,09:19:46.000,858.25,858.7,324100.0,61982200.0
2025-10-31,09:19:47.000,858.25,858.7,324100.0,61982200.0
2025-10-31,09:19:48.000,858.35,858.8,324100.0,61982200.0
2025-10-31,09:19:49.000,858.25,858.75,324100.0,61982200.0
2025-10-31,09:19:50.000,858.4,858.75,324100.0,61982200.0
2025-10-31,09:19:51.000,858.45,858.75,324100.0,61982200.0
2025-10-31,09:19:52.000,858.5,858.8,325500.0,61982200.0
2025-10-31,09:19:53.000,858.3,858.75,325500.0,61982200.0
2025-10-31,09:19:54.000,858.35,858.75,325500.0,61982200.0
2025-10-31,09:19:55.000,858.5,858.7,325500.0,61982200.0
2025-10-31,09:19:56.000,858.35,858.7,326200.0,61982200.0
2025-10-31,09:19:57.000,858.25,858.5,327600.0,61982200.0
2025-10-31,09:19:58.000,858.25,858.45,328300.0,61982200.0
2025-10-31,09:19:59.000,858.05,858.45,349300.0,61982200.0
2025-10-31,09:20:00.000,858.05,858.45,349300.0,61982200.0
2025-10-31,09:20:01.000,858.0,858.25,349300.0,61982200.0
2025-10-31,09:20:02.000,858.05,858.4,349300.0,61982200.0
2025-10-31,09:20:03.000,858.05,858.4,349300.0,61982200.0
2025-10-31,09:20:04.000,858.05,858.35,350000.0,61982200.0
2025-10-31,09:20:05.000,858.05,858.35,350000.0,61982200.0
2025-10-31,09:20:06.000,858.05,858.35,350000.0,61982200.0
2025-10-31,09:20:07.000,858.1,858.4,350700.0,61982200.0
2025-10-31,09:20:08.000,858.15,858.65,354200.0,61982200.0
2025-10-31,09:20:09.000,858.1,858.45,355600.0,61982200.0
2025-10-31,09:20:10.000,858.1,858.4,355600.0,61982200.0
2025-10-31,09:20:11.000,858.2,858.6,356300.0,61982200.0
2025-10-31,09:20:12.000,858.1,858.5,356300.0,61982200.0
2025-10-31,09:20:13.000,858.1,858.45,356300.0,61982200.0
2025-10-31,09:20:14.000,858.1,858.45,356300.0,61982200.0
2025-10-31,09:20:15.000,858.1,858.45,357000.0,61982200.0
2025-10-31,09:20:16.000,858.1,858.35,357000.0,61982200.0
2025-10-31,09:20:17.000,858.15,858.4,357000.0,61982200.0
2025-10-31,09:20:18.000,858.15,858.4,357000.0,61982200.0
2025-10-31,09:20:19.000,858.15,858.4,357000.0,61982200.0
2025-10-31,09:20:20.000,858.2,858.7,357000.0,61982200.0
2025-10-31,09:20:21.000,858.3,858.7,357000.0,61982200.0
2025-10-31,09:20:22.000,858.3,858.8,357000.0,61982200.0
2025-10-31,09:20:23.000,858.3,858.65,357000.0,61982200.0
2025-10-31,09:20:24.000,858.25,858.6,357000.0,61982200.0
2025-10-31,09:20:25.000,858.1,858.5,357000.0,61982200.0
2025-10-31,09:20:26.000,857.85,858.25,359100.0,61982200.0
2025-10-31,09:20:27.000,857.85,858.15,359100.0,61982200.0
2025-10-31,09:20:28.000,857.85,858.15,359100.0,61982200.0
2025-10-31,09:20:29.000,857.85,858.15,359100.0,61982200.0
2025-10-31,09:20:30.000,857.85,858.1,359800.0,61982200.0
2025-10-31,09:20:31.000,857.85,858.15,359800.0,61982200.0
2025-10-31,09:20:32.000,857.6,857.85,361200.0,61982200.0
2025-10-31,09:20:33.000,857.6,857.85,361200.0,61982200.0
2025-10-31,09:20:34.000,856.65,857.0,413700.0,61982200.0
2025-10-31,09:20:35.000,856.1,856.4,422100.0,61982200.0
2025-10-31,09:20:36.000,856.0,856.3,424200.0,61982200.0
2025-10-31,09:20:37.000,855.6,855.8,448700.0,61982200.0
2025-10-31,09:20:38.000,855.25,855.65,453600.0,61982200.0
2025-10-31,09:20:39.000,855.65,855.8,455700.0,61982200.0
2025-10-31,09:20:40.000,855.5,855.8,456400.0,61982200.0
2025-10-31,09:20:41.000,855.25,855.6,461300.0,61982200.0
2025-10-31,09:20:42.000,855.25,855.55,462000.0,61982200.0
2025-10-31,09:20:43.000,855.25,855.55,462000.0,61982200.0
2025-10-31,09:20:44.000,855.25,855.55,462000.0,61982200.0
2025-10-31,09:20:45.000,855.25,855.55,462000.0,61982200.0
2025-10-31,09:20:46.000,855.25,855.5,462000.0,61982200.0
2025-10-31,09:20:47.000,855.1,855.35,466200.0,61982200.0
2025-10-31,09:20:48.000,855.1,855.45,467600.0,61982200.0
2025-10-31,09:20:49.000,855.1,855.3,467600.0,61982200.0
2025-10-31,09:20:50.000,855.1,855.3,467600.0,61982200.0
2025-10-31,09:20:51.000,855.1,855.35,467600.0,61982200.0
2025-10-31,09:20:52.000,855.1,855.4,470400.0,61982200.0
2025-10-31,09:20:53.000,855.1,855.4,470400.0,61982200.0
2025-10-31,09:20:54.000,855.1,855.35,470400.0,61982200.0
2025-10-31,09:20:55.000,855.05,855.35,475300.0,61982200.0
2025-10-31,09:20:56.000,855.1,855.2,478800.0,61982200.0
2025-10-31,09:20:57.000,855.1,855.35,478800.0,61982200.0
2025-10-31,09:20:58.000,854.5,854.95,545300.0,61982200.0
2025-10-31,09:20:59.000,854.25,854.65,555800.0,61982200.0
2025-10-31,09:21:00.000,854.55,854.85,558600.0,61982200.0
2025-10-31,09:21:01.000,854.5,854.9,562800.0,61982200.0
2025-10-31,09:21:02.000,854.5,854.9,563500.0,61982200.0
2025-10-31,09:21:03.000,854.5,854.8,563500.0,61982200.0
2025-10-31,09:21:04.000,854.5,854.8,563500.0,61982200.0
2025-10-31,09:21:05.000,854.5,854.8,563500.0,61982200.0
2025-10-31,09:21:06.000,854.35,854.8,566300.0,61982200.0
2025-10-31,09:21:07.000,854.8,855.05,569100.0,61982200.0
2025-10-31,09:21:08.000,854.9,855.05,569100.0,61982200.0
2025-10-31,09:21:09.000,855.05,855.4,571200.0,61982200.0
2025-10-31,09:21:10.000,855.05,855.45,575400.0,61982200.0
2025-10-31,09:21:11.000,854.55,854.95,576800.0,61982200.0
2025-10-31,09:21:12.000,854.65,855.05,576800.0,61982200.0
2025-10-31,09:21:13.000,854.8,855.2,576800.0,61982200.0
2025-10-31,09:21:14.000,855.0,855.35,577500.0,61982200.0
2025-10-31,09:21:15.000,855.3,855.7,581000.0,61982200.0
2025-10-31,09:21:16.000,855.65,856.0,581000.0,61982200.0
2025-10-31,09:21:17.000,855.65,856.0,581000.0,61982200.0
2025-10-31,09:21:18.000,855.15,855.5,589400.0,61982200.0
2025-10-31,09:21:19.000,855.2,855.6,590100.0,61982200.0
2025-10-31,09:21:20.000,855.05,855.45,597100.0,61982200.0
2025-10-31,09:21:21.000,855.55,855.95,598500.0,61982200.0
2025-10-31,09:21:22.000,855.55,855.95,598500.0,61982200.0
2025-10-31,09:21:23.000,855.2,855.75,605500.0,61982200.0
2025-10-31,09:21:24.000,855.5,856.0,606200.0,61982200.0
2025-10-31,09:21:25.000,855.4,855.9,613200.0,61982200.0
2025-10-31,09:21:26.000,855.5,855.9,613200.0,61982200.0
2025-10-31,09:21:27.000,855.55,856.0,613200.0,61982200.0
2025-10-31,09:21:28.000,855.35,855.8,620200.0,61982200.0
2025-10-31,09:21:29.000,855.25,855.65,620200.0,61982200.0
2025-10-31,09:21:30.000,855.1,855.55,620200.0,61982200.0
2025-10-31,09:21:31.000,854.9,855.3,627900.0,61982200.0
2025-10-31,09:21:32.000,854.9,855.3,627900.0,61982200.0
2025-10-31,09:21:33.000,854.15,854.5,632100.0,61982200.0
2025-10-31,09:21:34.000,854.15,854.6,633500.0,61982200.0
2025-10-31,09:21:35.000,854.25,854.7,633500.0,61982200.0
2025-10-31,09:21:36.000,854.45,854.85,636300.0,61982200.0
2025-10-31,09:21:37.000,854.85,855.4,639800.0,61861100.0
2025-10-31,09:21:38.000,854.85,855.4,639800.0,61861100.0
2025-10-31,09:21:39.000,854.75,855.2,640500.0,61861100.0
2025-10-31,09:21:40.000,854.9,855.05,640500.0,61861100.0
2025-10-31,09:21:41.000,855.0,855.3,641200.0,61861100.0
2025-10-31,09:21:42.000,855.2,855.65,641200.0,61861100.0
2025-10-31,09:21:43.000,855.2,855.65,641200.0,61861100.0
2025-10-31,09:21:44.000,854.35,855.0,650300.0,61861100.0
2025-10-31,09:21:45.000,854.7,854.75,650300.0,61861100.0
2025-10-31,09:21:46.000,854.7,854.9,650300.0,61861100.0
2025-10-31,09:21:47.000,855.3,855.75,674100.0,61861100.0
2025-10-31,09:21:48.000,855.2,855.7,674100.0,61861100.0
