Date,Time,BID_PRICE,ASK_PRICE,LTQ,OpenInterest
2025-10-31,10:33:44.000,856.5,857.0,1840300.0,61700800.0
2025-10-31,10:33:45.000,856.5,857.0,1840300.0,61700800.0
2025-10-31,10:33:46.000,856.5,857.0,1840300.0,61700800.0
2025-10-31,10:33:47.000,856.5,857.0,1840300.0,61700800.0
2025-10-31,10:33:48.000,856.5,857.0,1840300.0,61700800.0
2025-10-31,10:33:49.000,856.5,857.0,1840300.0,61700800.0
2025-10-31,10:33:50.000,856.55,856.95,1841000.0,61700800.0
2025-10-31,10:33:51.000,856.45,856.95,1841000.0,61700800.0
2025-10-31,10:33:52.000,856.45,856.95,1841000.0,61700800.0
2025-10-31,10:33:53.000,856.45,856.95,1841000.0,61700800.0
2025-10-31,10:33:54.000,856.45,856.95,1841000.0,61700800.0
2025-10-31,10:33:55.000,856.45,856.95,1841000.0,61700800.0
2025-10-31,10:33:56.000,856.45,856.9,1841000.0,61700800.0
2025-10-31,10:33:57.000,856.45,856.9,1841000.0,61700800.0
2025-10-31,10:33:58.000,856.35,856.8,1841000.0,61700800.0
2025-10-31,10:33:59.000,856.35,856.8,1841000.0,61700800.0
2025-10-31,10:34:00.000,856.25,856.75,1841000.0,61700800.0
2025-10-31,10:34:01.000,856.25,856.75,1841000.0,61700800.0
2025-10-31,10:34:02.000,856.25,856.75,1841000.0,61700800.0
2025-10-31,10:34:03.000,856.25,856.75,1841000.0,61700800.0
2025-10-31,10:34:04.000,856.15,856.65,1842400.0,61725300.0
2025-10-31,10:34:05.000,856.25,856.65,1842400.0,61725300.0
2025-10-31,10:34:06.000,856.25,856.65,1842400.0,61725300.0
2025-10-31,10:34:07.000,856.25,856.65,1842400.0,61725300.0
2025-10-31,10:34:08.000,856.25,856.65,1842400.0,61725300.0
2025-10-31,10:34:09.000,856.25,856.65,1842400.0,61725300.0
2025-10-31,10:34:10.000,856.25,856.65,1842400.0,61725300.0
2025-10-31,10:34:11.000,856.35,856.65,1842400.0,61725300.0
2025-10-31,10:34:12.000,856.35,856.65,1842400.0,61725300.0
2025-10-31,10:34:13.000,856.35,856.65,1842400.0,61725300.0
2025-10-31,10:34:14.000,856.35,856.65,1842400.0,61725300.0
2025-10-31,10:34:15.000,856.25,856.65,1843800.0,61725300.0
2025-10-31,10:34:16.000,856.25,856.65,1843800.0,61725300.0
2025-10-31,10:34:17.000,856.25,856.65,1843800.0,61725300.0
2025-10-31,10:34:18.000,856.25,856.65,1843800.0,61725300.0
2025-10-31,10:34:19.000,856.25,856.65,1843800.0,61725300.0
2025-10-31,10:34:20.000,856.4,856.65,1843800.0,61725300.0
2025-10-31,10:34:21.000,856.4,856.65,1843800.0,61725300.0
2025-10-31,10:34:22.000,856.4,857.0,1843800.0,61725300.0
2025-10-31,10:34:23.000,856.45,857.0,1843800.0,61725300.0
2025-10-31,10:34:24.000,856.45,857.0,1843800.0,61725300.0
2025-10-31,10:34:25.000,856.4,857.0,1843800.0,61725300.0
2025-10-31,10:34:26.000,856.4,857.0,1843800.0,61725300.0
2025-10-31,10:34:27.000,856.4,857.0,1843800.0,61725300.0
2025-10-31,10:34:28.000,856.35,856.85,1843800.0,61725300.0
2025-10-31,10:34:29.000,856.35,856.85,1843800.0,61725300.0
2025-10-31,10:34:30.000,856.35,856.9,1843800.0,61725300.0
2025-10-31,10:34:31.000,856.35,856.85,1843800.0,61725300.0
2025-10-31,10:34:32.000,856.35,856.85,1843800.0,61725300.0
2025-10-31,10:34:33.000,856.35,856.85,1843800.0,61725300.0
2025-10-31,10:34:34.000,856.25,856.7,1843800.0,61725300.0
2025-10-31,10:34:35.000,856.25,856.7,1843800.0,61725300.0
2025-10-31,10:34:36.000,856.25,856.7,1843800.0,61725300.0
2025-10-31,10:34:37.000,856.25,856.65,1843800.0,61725300.0
2025-10-31,10:34:38.000,856.15,856.65,1843800.0,61725300.0
2025-10-31,10:34:39.000,856.15,856.65,1843800.0,61725300.0
2025-10-31,10:34:40.000,856.15,856.65,1843800.0,61725300.0
2025-10-31,10:34:41.000,856.15,856.65,1843800.0,61725300.0
2025-10-31,10:34:42.000,856.15,856.65,1843800.0,61725300.0
2025-10-31,10:34:43.000,856.2,856.65,1843800.0,61725300.0
2025-10-31,10:34:44.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:45.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:46.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:47.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:48.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:49.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:50.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:51.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:52.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:53.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:54.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:55.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:56.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:57.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:58.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:34:59.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:00.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:01.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:02.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:03.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:04.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:05.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:06.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:07.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:08.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:09.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:10.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:11.000,856.15,856.6,1843800.0,61725300.0
2025-10-31,10:35:12.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:13.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:14.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:15.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:16.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:17.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:18.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:19.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:20.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:21.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:22.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:23.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:24.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:25.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:26.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:27.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:28.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:29.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:30.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:31.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:32.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:33.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:34.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:35.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:36.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:37.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:38.000,856.0,856.35,1845200.0,61725300.0
2025-10-31,10:35:39.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:40.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:41.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:42.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:43.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:44.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:45.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:46.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:47.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:48.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:49.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:50.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:51.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:52.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:53.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:54.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:55.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:56.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:57.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:58.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:35:59.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:36:00.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:36:01.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:36:02.000,855.9,856.25,1909600.0,61725300.0
2025-10-31,10:36:03.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:04.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:05.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:06.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:07.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:08.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:09.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:10.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:11.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:12.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:13.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:14.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:15.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:16.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:17.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:18.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:19.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:20.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:21.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:22.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:23.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:24.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:25.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:26.000,855.9,856.2,1914500.0,61725300.0
2025-10-31,10:36:27.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:28.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:29.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:30.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:31.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:32.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:33.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:34.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:35.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:36.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:37.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:38.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:39.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:40.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:41.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:42.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:43.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:44.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:45.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:46.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:47.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:48.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:49.000,855.8,856.05,1920100.0,61725300.0
2025-10-31,10:36:50.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:36:51.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:36:52.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:36:53.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:36:54.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:36:55.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:36:56.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:36:57.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:36:58.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:36:59.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:00.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:01.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:02.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:03.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:04.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:05.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:06.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:07.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:08.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:09.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:10.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:11.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:12.000,855.8,856.0,1920100.0,61725300.0
2025-10-31,10:37:13.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:14.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:15.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:16.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:17.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:18.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:19.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:20.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:21.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:22.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:23.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:24.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:25.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:26.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:27.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:28.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:29.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:30.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:31.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:32.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:33.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:34.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:35.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:36.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:37.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:38.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:39.000,855.45,855.8,1923600.0,61698000.0
2025-10-31,10:37:40.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:41.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:42.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:43.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:44.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:45.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:46.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:47.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:48.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:49.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:50.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:51.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:52.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:53.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:54.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:55.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:56.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:57.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:58.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:37:59.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:38:00.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:38:01.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:38:02.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:38:03.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:38:04.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:38:05.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:38:06.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:38:07.000,855.5,855.9,1937600.0,61698000.0
2025-10-31,10:38:08.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:09.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:10.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:11.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:12.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:13.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:14.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:15.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:16.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:17.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:18.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:19.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:20.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:21.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:22.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:23.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:24.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:25.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:26.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:27.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:28.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:29.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:30.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:31.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:32.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:33.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:34.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:35.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:36.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:37.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:38.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:39.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:40.000,855.75,856.25,1942500.0,61698000.0
2025-10-31,10:38:41.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:42.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:43.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:44.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:45.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:46.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:47.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:48.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:49.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:50.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:51.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:52.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:53.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:54.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:55.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:56.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:57.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:58.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:38:59.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:00.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:01.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:02.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:03.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:04.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:05.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:06.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:07.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:08.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:09.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:10.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:11.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:12.000,855.8,856.1,1942500.0,61698000.0
2025-10-31,10:39:13.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:14.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:15.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:16.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:17.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:18.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:19.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:20.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:21.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:22.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:23.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:24.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:25.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:26.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:27.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:28.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:29.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:30.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:31.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:32.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:33.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:34.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:35.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:36.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:37.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:38.000,855.5,855.85,1946000.0,61698000.0
2025-10-31,10:39:39.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:40.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:41.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:42.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:43.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:44.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:45.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:46.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:47.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:48.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:49.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:50.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:51.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:52.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:53.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:54.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:55.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:56.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:57.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:58.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:39:59.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:40:00.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:40:01.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:40:02.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:40:03.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:40:04.000,855.2,855.7,1950200.0,61698000.0
2025-10-31,10:40:05.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:06.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:07.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:08.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:09.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:10.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:11.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:12.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:13.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:14.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:15.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:16.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:17.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:18.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:19.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:20.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:21.000,855.3,855.4,1950900.0,61698000.0
2025-10-31,10:40:22.000,855.3,855.4,1950900.0,61698000.0
